0.18629242,0.061741208,0.196067146,0.130263789,0.244815348,0.114551559,1.264623471,4.029398116,0.928428153,0.402753486,0.253141487,0.18629242,0.116683505,0.025,0.253968254,0.3646875,0.1328125,0.6796875,0.546875,0.233540373,0
0.187989133,0.061340022,0.162650024,0.138991839,0.25150264,0.112510802,1.834390167,6.250144711,0.904737265,0.356072404,0.154450312,0.187989133,0.131746529,0.016145308,0.25,0.501875,0.0390625,2.734375,2.6953125,0.182356648,0
0.185958883,0.05770807,0.185268595,0.141301653,0.24731405,0.106012397,1.835571241,7.499275533,0.926770772,0.425286397,0.190041322,0.185958883,0.140129269,0.035714286,0.192771084,0.506640625,0.0703125,4,3.9296875,0.102385686,0
0.190581117,0.063177336,0.211154639,0.131051546,0.249402062,0.118350515,1.338998721,4.182579638,0.923268447,0.372672756,0.257628866,0.190581117,0.106632544,0.019093079,0.16,0.279119318,0,0.6640625,0.6640625,0.197759104,0
0.183167646,0.05742032,0.164761905,0.139863946,0.242040816,0.102176871,1.617678452,5.904936314,0.927883252,0.413083452,0.149387755,0.183167646,0.13637449,0.058823529,0.213333333,0.263822115,0.125,0.5390625,0.4140625,0.417358491,0
0.182552848,0.054518255,0.168821372,0.142420115,0.238344683,0.095924568,1.630876899,5.930078152,0.922520021,0.371433884,0.149753798,0.182552848,0.137455815,0.061776062,0.175824176,0.553199405,0.1484375,3.703125,3.5546875,0.199340659,0
0.18379812,0.058194213,0.159820538,0.138743769,0.241615155,0.102871386,1.709553839,6.239549424,0.917220165,0.360384905,0.147537388,0.18379812,0.134680843,0.066115702,0.222222222,0.250372024,0.1328125,0.5625,0.4296875,0.204784689,0
0.183446695,0.057489942,0.161321686,0.138989746,0.242673756,0.103684011,1.593742147,5.606060455,0.917584508,0.34305609,0.146540068,0.183446695,0.130249722,0.022377622,0.262295082,0.259868421,0.1171875,0.8828125,0.765625,0.242857143,0
0.180870191,0.053563058,0.162571128,0.145900948,0.219220232,0.073319283,2.371728303,9.656500535,0.904606931,0.334847215,0.149441517,0.180870191,0.145928023,0.064777328,0.216216216,0.41108631,0.1328125,3.6171875,3.484375,0.12455157,0
0.181113611,0.05530572,0.158731538,0.142067767,0.23913119,0.097063423,2.31404026,9.81674684,0.902768993,0.308892306,0.160312772,0.181113611,0.129969403,0.023021583,0.161616162,0.224121094,0.125,0.5625,0.4375,0.269009217,0
0.181753083,0.059051556,0.157453184,0.138127341,0.245543071,0.10741573,2.114663381,8.605798182,0.902451974,0.338977384,0.141573034,0.181753083,0.137350535,0.046376812,0.262295082,0.349609375,0.140625,0.8203125,0.6796875,0.27707199,0
0.183468497,0.056620656,0.165659164,0.138987138,0.242186495,0.103199357,1.436325918,4.753665074,0.926131685,0.377836722,0.130434084,0.183468497,0.14106695,0.092485549,0.271186441,0.26875,0,0.8125,0.8125,0.20483683,0
0.185261862,0.058475354,0.166652596,0.137222457,0.246078514,0.108856057,1.50735437,5.319172878,0.923510785,0.365646342,0.256006754,0.185261862,0.129738044,0.022038567,0.275862069,0.288783482,0.109375,0.828125,0.71875,0.237771739,0
0.183077697,0.055799058,0.167402985,0.140179104,0.24,0.099820896,1.317066003,4.283018227,0.926608787,0.360058778,0.155701493,0.183077697,0.125070099,0.027729636,0.177777778,0.34047379,0,2.578125,2.578125,0.107628004,0
0.188490912,0.063423767,0.197579092,0.131077487,0.247134342,0.116056855,1.329415265,4.516950837,0.932139316,0.414484471,0.132489684,0.188490912,0.117888915,0.028318584,0.235294118,0.55078125,0.109375,6.3671875,6.2578125,0.058196485,0
0.1923042,0.059429761,0.208724696,0.137874494,0.247408907,0.109534413,1.267168152,4.09803392,0.922478854,0.347551037,0.119311741,0.1923042,0.11936785,0.033195021,0.222222222,0.330163043,0.1484375,1.28125,1.1328125,0.134482759,0
0.191791349,0.058858828,0.191425598,0.139271592,0.247075963,0.10780437,1.457791598,4.830245535,0.922405977,0.366513107,0.135775234,0.191791349,0.131219914,0.051612903,0.195121951,0.291548295,0.1171875,1.1796875,1.0625,0.164565826,0
0.186281817,0.05943623,0.166260194,0.137553398,0.245312621,0.107759223,1.807618611,7.00631518,0.918053143,0.347459939,0.14407767,0.186281817,0.125529065,0.020779221,0.207792208,0.425899621,0.1171875,3.7421875,3.625,0.13980812,0
0.190258399,0.054907226,0.189119733,0.143679599,0.241568627,0.097889028,1.29985329,4.014103491,0.923401648,0.34379307,0.266566542,0.190258399,0.137177777,0.019323671,0.192771084,0.349137931,0.1328125,3.0859375,2.953125,0.115181115,0
0.180925296,0.055835424,0.165419355,0.139870968,0.231225806,0.091354839,1.637987652,6.402705147,0.929902064,0.391761434,0.163741935,0.180925296,0.131129329,0.021192053,0.188235294,0.539713542,0,3.34375,3.34375,0.172153781,0
0.184549834,0.059413323,0.161959426,0.138129639,0.246610589,0.10848095,1.729976889,5.95050242,0.913279275,0.346075676,0.142424542,0.184549834,0.130202498,0.02266289,0.164948454,0.234700521,0,0.8046875,0.8046875,0.176023639,0
0.188706752,0.05838631,0.166204325,0.141148397,0.250246085,0.109097688,1.677669936,5.629355083,0.908506869,0.308939138,0.14,0.188706752,0.134445956,0.033684211,0.258064516,0.509868421,0.109375,3.671875,3.5625,0.205451128,0
0.186222169,0.060607252,0.161502762,0.135359116,0.24998895,0.114629834,1.822546206,6.100337493,0.907062839,0.345958918,0.133038674,0.186222169,0.124408346,0.037296037,0.16,0.271701389,0.1171875,1.0703125,0.953125,0.220347155,0
0.180363318,0.056074221,0.160148699,0.138736059,0.232118959,0.0933829,1.700706324,5.992475192,0.921806294,0.368200456,0.157472119,0.180363318,0.130008078,0.062256809,0.271186441,0.623828125,0,3.6484375,3.6484375,0.10433024,0
0.190304869,0.059412084,0.183817829,0.139593023,0.250562016,0.110968992,1.643764441,5.947976442,0.922824629,0.355576251,0.264670543,0.190304869,0.118639608,0.016877637,0.219178082,0.245117188,0.1171875,0.8828125,0.765625,0.209183673,0
0.187205672,0.06209194,0.170359202,0.134226164,0.24659867,0.112372506,1.561443119,5.708551155,0.923310372,0.386402184,0.138820399,0.187205672,0.125337389,0.01793722,0.262295082,0.273689516,0,0.765625,0.765625,0.223809524,0
0.183948839,0.057443808,0.163809524,0.139831933,0.242240896,0.102408964,1.585752034,5.592482543,0.920680383,0.352616646,0.147002801,0.183948839,0.12942683,0.016096579,0.271186441,0.262946429,0,0.5,0.5,0.301609848,0
0.186644622,0.05656946,0.16840685,0.141670991,0.245127141,0.103456149,1.388609125,4.646790222,0.925049921,0.359602411,0.160124546,0.186644622,0.134247233,0.045845272,0.205128205,0.386008523,0.1171875,2.578125,2.4609375,0.156764928,0
